"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"463463873719177216","","","2014-05-05 23:42:52 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @MaxFunHQ: Hey all you #maxfuncon attendees might want to check out http://t.co/F3PxTrrmBZ - we've posted this year's class listings!","463443633631277056","870442892","2014-05-05 22:22:27 +0000","http://maxfuncon.com,http://maxfuncon.com"
"463414264385265665","","","2014-05-05 20:25:45 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Internet wide open mic! This month's theme is High School.

RT @OhMyWordOpenMic: You can email us your pitch at ohmywordopenmic@gmail.com!","","","",""
"463413705087393792","","","2014-05-05 20:23:31 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @OhMyWordOpenMic: @OhMyWordOpenMic You can email us your pitch at ohmywordopenmic@gmail.com!","463398908954427392","2436209533","2014-05-05 19:24:44 +0000",""
"463413588431228928","","","2014-05-05 20:23:03 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @hey_friend: Just in case you ignore retweets, I'm gonna say it here: My new project, @OhMyWordOpenMic is looking for story submissions.…","463401563839819777","14971414","2014-05-05 19:35:17 +0000",""
"463338553318313984","","","2014-05-05 15:24:54 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","RT @Irishbroadsword: @OhMyWordOpenMic Had an amazing time telling/hearing stories. I can't wait for the next one!","463333583319748608","84365556","2014-05-05 15:05:09 +0000",""
"463334442279641089","463314429418156032","61296314","2014-05-05 15:08:34 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@ponyshow - And I thought I was excited for MaxFunCon...","","","",""
"463146254789525504","463137494494494720","913671217","2014-05-05 02:40:46 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@thethundermoss  - As far as I know you, @mcelmoyl, @esiwasil, @ResilientRabbit &amp; I are carpooling together both ways in my rental.","","","",""
"463140561265111040","463139919863349248","871991","2014-05-05 02:18:09 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@jennybento - The Planner 

cc: @thethundermoss @Zombiebabies @staceymolski @mcelmoyl @rufo @xyloart","","","",""
"463124093483909120","","","2014-05-05 01:12:42 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","RT @mcelmoyl: It's @hey_friend ruling the room at the 1st Oh My Word! http://t.co/B82RvAVsM9","463116877255159808","58596124","2014-05-05 00:44:02 +0000","http://instagram.com/p/nmGhd1G9QF/,http://instagram.com/p/nmGhd1G9QF/"
"463088874756268032","463088525580046336","871991","2014-05-04 22:52:46 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@jennybento @Zombiebabies - I've only been to MFCe and BoatParty. This will be my first trip to LA","","","",""
"463083563186143232","463080110371790848","871991","2014-05-04 22:31:39 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@jennybento @Zombiebabies - I am driving up, but I all five seats in my rental car are spoken for. There is a carpool thread on the forums.","","","",""
"463024978624253952","462978899891458049","14971414","2014-05-04 18:38:52 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@hey_friend - All set. @jaztupelo will bring everything we might need to make it work. We'll come around 7 to setup before the show.","","","",""
"462979544342089728","462978899891458049","14971414","2014-05-04 15:38:19 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@hey_friend - Let me see if I can borrow some equipment, and I will get back to you. Do you know anything about the PA at popcorn?","","","",""
"462978168857841666","462976866094448640","14971414","2014-05-04 15:32:51 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@hey_friend - Audio only or video too? I might be able to pull together equipment for audio by showtime.","","","",""
"462943030941876224","","","2014-05-04 13:13:14 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","Well, I hosted one. What are you going to do with that? RT @hey_friend: I went to an outdoor Grease sing a long tonight. Suck it, haters.","","","",""
"462640393352667136","462639863649800192","14971414","2014-05-03 17:10:39 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@hey_friend - @mcelmoyl is still in town as far as I know. I'm home getting ready for tonight. I'd guess she is near the Roost.","","","",""
"462424371609731072","462395864628342785","14971414","2014-05-03 02:52:16 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@hey_friend @mcelmoyl @esiwasil  - One of us.  One of us.","","","",""
"461927112992366592","","","2014-05-01 17:56:20 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","Asparagus season is nigher. RT @hey_friend: Watermelon season is nigh. All hail watermelon season.","","","",""
"461906174472769540","461618118414962688","15441676","2014-05-01 16:33:08 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@mrsjesscharlton @ResilientRabbit - I just checked one-day admission prices and it is most definitely not a ""free Disneyland"".","","","",""
"461905699413704704","","","2014-05-01 16:31:15 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","""Thomas Malsbury is made of wine, Emo, and lightning. With a dash of Godzilla.""

What are you? http://t.co/LbqN3WJfae

(via @ajlobster)","","","","http://en.shindanmaker.com/219278"
"461528234350624770","","15441676","2014-04-30 15:31:20 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@mrsjesscharlton &amp; @ResilientRabbit - Did one of you previously mention the possibility of a post MFC Disneyland day trip? Was that a thing?","","","",""
"461525203303272448","461515042710892544","14971414","2014-04-30 15:19:17 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@hey_friend - Well isn't that something. We can discuss the details of possible common logistics in person this weekend.","","","",""
"461514396754538496","461513574754832384","14971414","2014-04-30 14:36:21 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@hey_friend - We are on the 11:10 Virgin flight to LAX on the 29th. We fly back on the 5th.","","","",""
"461512548563832832","461505311229366273","14971414","2014-04-30 14:29:00 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@hey_friend - Where / when are you flying out? We're flying out of BOS for the first time. It was half the price compared to BDL.","","","",""
"461269147884986368","461267542657732609","20205837","2014-04-29 22:21:49 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@staceymolski - You pulled a movie accurate Africa safari outfit complete with pith helmet out of your closet once. You'll be fine.","","","",""
"461265834359267328","461251602557317120","15441676","2014-04-29 22:08:39 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@mcelmoyl - Please do not alienate potential new friends before we have even met them.

cc: @mrsjesscharlton &amp; @FrankCharlton","","","",""
"461227412618248195","461223618471399425","58596124","2014-04-29 19:35:59 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@mcelmoyl - Maybe you should go with @FrankCharlton to the estate party. You could pull off the 2nd half of that matched set. #problemsolved","","","",""
"461221071518461952","461219059460100097","6650212","2014-04-29 19:10:47 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@FrankCharlton - Crap. Now I really need to step up my pants game. 

cc: @mcelmoyl","","","",""
"461218855747350529","461217539444318208","18358444","2014-04-29 19:01:58 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@LindsayPavlas - I think it is also getting close to MFC Class options list time too. I can feel it.","","","",""
"461218165834645504","461216911305359360","6650212","2014-04-29 18:59:14 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@FrankCharlton @mcelmoyl - I'm still at a loss for pants....","","","",""
"461190133929476096","","","2014-04-29 17:07:51 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","Just choked on my lunch at @daveshumka's Peter Dinklage related outburst / meltdown. #SPY

Credit to @grahamclark for the kid bank reference","","","",""
"461172523930243072","459502935052128256","18982942","2014-04-29 15:57:52 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@bribles - That's the reason I only applied for my first one last year.  #BoatPartyDotBiz","","","",""
"461162080356564992","461161584950132738","17671167","2014-04-29 15:16:22 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",".@whathappened - Wasn't Oprah Chai the rival dojo in the Karate Kid?","","","",""
"460991996992442369","","","2014-04-29 04:00:31 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","Is it weird that I watch this video by @NadiaKamil about once a week? 

I don't think it is weird. 

https://t.co/KdhtJqsSXI","","","","https://www.youtube.com/watch?v=lrHtCewDM6c"
"460976723266269184","460850378917949442","17763438","2014-04-29 02:59:50 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@esiwasil - Had to work late. Looks like the issue of the move is settled for now, but I enjoyed the color coded spreadsheets all the same.","","","",""
"460976003267833856","460975483556212736","17763438","2014-04-29 02:56:58 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@esiwasil - I was trying to play along...

[Gary Oldman played Commissioner Gordon]","","","",""
"460975204647182336","460957203923763200","17763438","2014-04-29 02:53:47 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@esiwasil - Was that Commissioner Gordon?","","","",""
"460833252396515328","460825765119262721","17763438","2014-04-28 17:29:43 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@esiwasil - I will gladly review any pro/con list you want to email me. This is a complimentary service I offer due to friendship.","","","",""
"460780890164297728","460780505911144448","20205837","2014-04-28 14:01:39 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@staceymolski - THAT'S BECAUSE WE WILL BE ON VACATION TOGETHER! 

cc: @mcelmoyl","","","",""
"460732171217825792","460541743029424129","17763438","2014-04-28 10:48:04 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@esiwasil - Wait. I'm confused. Do I add this to the list?","","","",""
"460593471993438208","460592918999212032","58596124","2014-04-28 01:36:55 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@mcelmoyl - I'm not proud of that fact, but it is a fact.","","","",""
"460592804213694464","460514281058861056","58596124","2014-04-28 01:34:16 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RE: Xanadu - Watching 10 seasons of So You Think You Can Dance w/ @mcelmoyl I can now see ONJ counting steps trying to keep up w/ Gene Kelly","","","",""
"460449028501934081","","","2014-04-27 16:02:57 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Vacation planning is in full swing w/ a LA Food Truck Twitter list to follow until then created. Taking suggestions for Veg friendly trucks.","","","",""
"460431098317897728","","","2014-04-27 14:51:42 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Yes. Yes we can. 

#TheThingsIDO

RT @mcelmoyl: OMG! CAN WE GO SEE XANADU LANDMARKS IN LA??? How has this just occurred to me?","","","",""
"460387750567772160","460351549051379712","18927874","2014-04-27 11:59:27 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@LizzieBartelt - http://t.co/GQ0j3blfja","","","","http://media.tumblr.com/6ae33168cf90f905b246d72cec9c0a53/tumblr_inline_mqvm9mugyq1qz4rgp.gif"
"459849744890605568","","","2014-04-26 00:21:37 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Unforeseen side benefit of following @LizzieBartelt is now catching all her interactions with @ajlobster. 

WHY DID NO ONE TELL ME SOONER!?!","","","",""
"459501822152310784","459480946694447104","16317267","2014-04-25 01:19:06 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@ajlobster - what if you didn't","","","",""
"458995066338836482","","","2014-04-23 15:45:26 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","RT @wigu: Cat licking mayonnaise off the floor and I was all ""LICK THE MAYONNAISE OFF THE FLOOR"" like that ""let the bodies hit the floor"" ""…","458977613172981760","15727419","2014-04-23 14:36:05 +0000",""
"458777209822793729","458724401551142912","17671167","2014-04-23 01:19:45 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@whathappened -  You better be. I heard there are some serious consequences if not. cc: @JesseThorn @grahamclark @daveshumka @Jordan_Morris","","","",""
"458694946430910466","","","2014-04-22 19:52:52 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","It's not officially Spring until you pull a dozen ticks off your pants at the end of the work day. 

Today is officially Spring.","","","",""
"458368444195680256","458367988065132544","58596124","2014-04-21 22:15:27 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@mcelmoyl @KellyNaturally - I found the box of cassette tapes w/ recordings of the show when I was looking around in the basement yesterday.","","","",""
"458367928338239488","458303668316422144","20469844","2014-04-21 22:13:24 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@czhooker &amp; @orjag - If you two are in for MFC this year I'll add you to the attendee list: https://t.co/ZQY08UAwNC

via: @beccasattelite","","","","https://twitter.com/malsbury/lists/maxfuncon2014"
"458332948086161408","458332622813274112","20505437","2014-04-21 19:54:24 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@NadiaKamil - I'm sure you made their day.","","","",""
"458315392071770112","","","2014-04-21 18:44:39 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @LizzieBartelt: LA people, where are the good vegan/vegetarian spots? It looks like I have more veggies in my group. We need good recs!","458315176198938624","18927874","2014-04-21 18:43:47 +0000",""
"458300905772040195","","","2014-04-21 17:47:05 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","I would like to introduce you all to my new vacation planning bff @LizzieBartelt. I think this is the start of something very special.","","","",""
"458298290434752513","","","2014-04-21 17:36:41 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","You all know @mcelmoyl &amp; @KellyNaturally hosted a college radio show in the late '90s right? No? Here's the proof: https://t.co/Pr8VeylwtX","","","","https://audioboo.fm/boos/2092331-potluck-supper-radio-bumper-wtsr"
"458296778518196224","458296499894775808","20205837","2014-04-21 17:30:41 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@staceymolski - That is why @LizzieBartelt &amp; I are teaming up to plan your week in LA.","","","",""
"458293515366440960","458293315918921728","18927874","2014-04-21 17:17:43 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@LizzieBartelt @staceymolski - OF COURSE!","","","",""
"458291035194818560","458290396133478400","180560224","2014-04-21 17:07:52 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@jonahray @Jordan_Morris @midnight @kumailn - Great to hear. I'm trying to fit as many shows into my post MaxFunCon week in LA as possible.","","","",""
"458288668097396736","","14966677","2014-04-21 16:58:27 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@Jordan_Morris - Do you think it is possible to see the 1st taping of @midnight on a Wed &amp; then get to @jonahray &amp; @kumailn's Meltdown show?","","","",""
"458287143883145216","","","2014-04-21 16:52:24 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",".@mcelmoyl - @shannondevido's Peep Jousting video is almost as exciting as your Easter tradition of egg fights.

http://t.co/QMJMuG8sSg","","","","http://youtu.be/9AXqd7CnX5A"
"458283575419617280","458282901009080320","13415162","2014-04-21 16:38:13 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@artichkme - You are really crushing this Monday.","","","",""
"458280131413676032","458279252907933697","1702461696","2014-04-21 16:24:32 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",".@beccasattelite @Samuel_Hansen - Here is the pre/post #MaxFunCon planning thread of things to do: http://t.co/yGmh3xNPEo","","","","http://forum.maximumfun.org/viewtopic.php?f=2&t=12083"
"458279731038023681","458279252907933697","1702461696","2014-04-21 16:22:56 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@beccasattelite - We booked an AirBnB 4br house for the week. We'll have one empty room after Tuesday and another after Wednesday.","","","",""
"458279042693992449","458277914601984000","1702461696","2014-04-21 16:20:12 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@beccasattelite - @mcelmoyl, @staceymolski &amp; I are staying until Thurday the 5th.","","","",""
"458254377254649857","458243549935730688","14420643","2014-04-21 14:42:12 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@patcartelli - Just like that age old saying: leave only jelly beans, take only ham.","","","",""
"458253625438240769","457966717759922177","345107608","2014-04-21 14:39:12 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@xyloart - I don't know if it is farther than you want to travel, but this place in Lambertville looks interesting: http://t.co/dsZpzQWT75","","","","http://www.x-ringarchers.com"
"458244436221497344","458107641604997121","45944057","2014-04-21 14:02:42 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@onidavin - My calendar is booked solid from now until MFC &amp; then entire month after. I'm focusing solely on that week in LA &amp; not the work.","","","",""
"457524344999395329","457522425899806720","73140625","2014-04-19 14:21:18 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@eastcoastdandy - I now deeply regret that in a short sighted cost savings effort we had our coconuts disconnected.","","","",""
"457518523762606080","457479658662289408","17763438","2014-04-19 13:58:11 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@esiwasil - I'll never tell...","","","",""
"457133138481651712","","","2014-04-18 12:26:48 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @JosieLong: Pals! If you are at a loss this weekend, you can please watch my 2012 show for free thanks? http://t.co/EytDcoWLHi","457129181634396160","19589086","2014-04-18 12:11:04 +0000","http://youtu.be/b9WBd_yvrg0,http://youtu.be/b9WBd_yvrg0"
"456404856509853696","456401218009436161","14368636","2014-04-16 12:12:52 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@ChrisBChicken @JosieLong @Samuel_Hansen - I am perpetually amused and delighted by the interconnected of us all. #BoatpartyLivesOn","","","",""
"456220965857656832","456213409709559809","448584478","2014-04-16 00:02:09 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@RiotLA - Wait? Is it as simple as asking? If so, yes. Yes I would.","","","",""
"456220628241354752","","","2014-04-16 00:00:48 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @RiotLA: Pssss...remember that cruise giveaway we did last summer? Yep. We're doing it again. WHO WANTS A FREE COMEDY CRUISE?! http://t.…","456213409709559809","448584478","2014-04-15 23:32:07 +0000","http://www.boatparty.biz,http://www.boatparty.biz"
"456048396361822208","455928996471926784","6650212","2014-04-15 12:36:25 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@FrankCharlton - Quickly, quickly! There's no time!","","","",""
"456046889314820096","","","2014-04-15 12:30:26 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Huh, I just realized that after 8 years at my job I am the senior person in my dept and can delegate my work to others when I get to busy.","","","",""
"455694937669898240","","","2014-04-14 13:11:54 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","You and me both lady.... 

RT @mcelmoyl: #MaxFunCon is so close! It's my reward for surviving this semester. Come on, May!","","","",""
"455080654011895808","455032941727330304","17671167","2014-04-12 20:30:57 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@whathappened - Yes it is, and yes we are.","","","",""
"454930584406855680","454783664107163648","18358444","2014-04-12 10:34:38 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@LindsayPavlas - What if I secretly love both?","","","",""
"454622502443302912","454621525472468992","19589086","2014-04-11 14:10:25 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@JosieLong @staceymolski @patcartelli @lochnessmonster - It is very rare that I regret no longer living in the NY area. This is one of them.","","","",""
"454407274258505728","454406187052969985","13415162","2014-04-10 23:55:11 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@artichkme - @mcelmoyl just told me the good news! Enjoy one of each on my behalf!","","","",""
"454279512248037376","454259876047626240","20205837","2014-04-10 15:27:30 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@staceymolski - Do you have any sugar for my coffee? 

http://t.co/vXP8z0WAvI

http://t.co/UriTTFemAZ

cc: @aliceandstuff @mcelmoyl","","","","http://25.media.tumblr.com/tumblr_l2yltibSD51qc073co1_400.gif,http://31.media.tumblr.com/59d31857d5b371367606c0b4b85a5b5d/tumblr_ml09lmlntU1rs6lo7o1_500.gif"
"454055325998776322","","","2014-04-10 00:36:40 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @OhMyWordOpenMic: Join us on 5/4, when the theme will be High School Confidential: Stories From The Best/Worst Years Of Your Life! https…","454051862397059072","2436209533","2014-04-10 00:22:54 +0000","https://www.facebook.com/events/287814481374380/?context=create&source=49,https://www.facebook.com/events/287814481374380/?context=create&source=49"
"453984995754135553","453981821102202881","14971414","2014-04-09 19:57:12 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@hey_friend @Irishbroadsword - What space did you book? Northampton? Easthampton? Do you have a date I should block off?","","","",""
"453984568132247553","453984065885335552","14971414","2014-04-09 19:55:30 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@hey_friend @wigu - I was using *make* as in *impossible not to* with the highlights he was dropping.","","","",""
"453983797181419520","453983552624140288","15727419","2014-04-09 19:52:26 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@wigu @hey_friend - You are going to make me watch it aren't you.","","","",""
"453980637767426048","453948784545103872","112804499","2014-04-09 19:39:53 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",".@abbydoodaday - Does @daveshumka have whole walnuts stored in those cargo short pockets?","","","",""
"453979404604284928","453975278784880641","58596124","2014-04-09 19:34:59 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@mcelmoyl @hey_friend @Irishbroadsword - Of course we are in as long as you can promise it will not trigger my deep seeded fremdscham.","","","",""
"453978474337038337","453978279876124672","20505437","2014-04-09 19:31:17 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@mrsjesscharlton - What are you talking about @NadiaKamil? Drussica is my new hero.","","","",""
"453955014609100800","453953849473003520","15460012","2014-04-09 17:58:04 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@benclarkwood - Ah. I read your tweet as ""@romanmars will teach you...""","","","",""
"453932485609816065","453931832677904384","14998587","2014-04-09 16:28:32 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@daveshumka @hey_friend - I see only one way to solve this mystery.","","","",""
"453925017345339392","453923562303520768","18927874","2014-04-09 15:58:52 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LizzieBartelt - And to think I was considering driving 3 hours to surprise you, a complete stranger, with doughnuts.","","","",""
"453923242789834752","453922074600697857","18927874","2014-04-09 15:51:49 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LizzieBartelt - SHENANIGANS!","","","",""
"453921820711088129","453920195632173056","18927874","2014-04-09 15:46:10 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LizzieBartelt - I call shenanigans! The photo was delivered as requested. Additionally, it's been independently verified as cute by others.","","","",""
"453920874077626368","453914947806695424","25644285","2014-04-09 15:42:24 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>",".@Zombiebabies - Then take a look at this great intro @enthusiamy did for #Lumberjanes on Talkin' Comics Weekly. 

https://t.co/AN52QPXQp0","","","","https://www.youtube.com/watch?v=3G9w960xmYY&feature=youtube_gdata_player"
"453909959076761600","453893443690188800","14971414","2014-04-09 14:59:02 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@hey_friend - Same boat here. ""One Flew Over the Cuckoo's Nest"" for the #1 movie of the week I was born, and ""Convoy"" for the #1 song.","","","",""
"453904223999369216","453853559839543296","18927874","2014-04-09 14:36:14 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@LizzieBartelt - http://t.co/VoAnnkWOoI","","","","http://yfrog.com/nup2fffj"
"453902926583709696","","","2014-04-09 14:31:05 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","RT @shelbyfero: Just lost my first game of ""Crumb or Dead Skin Flake."" Honestly? I am not taking it well.","453792008138948608","35097545","2014-04-09 07:10:20 +0000",""
"453900670106877952","453773266138574848","15460012","2014-04-09 14:22:07 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@benclarkwood - Wait, did I miss something? @romanmars, will you be joining us at MaxFunCon this year?","","","",""
"453728511690571776","453726163459141632","17763438","2014-04-09 02:58:01 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","@esiwasil - smart.","","","",""
"453728403896942594","","","2014-04-09 02:57:36 +0000","<a href=""http://tweedleapp.com/"" rel=""nofollow""> Tweedle</a>","RT @patcartelli: Fav if you're into pizza","453724696237047809","14420643","2014-04-09 02:42:52 +0000",""
"453725950094893056","453724696237047809","14420643","2014-04-09 02:47:50 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@patcartelli - I can only seem to favorite this once? That does not accurately quantify my pizza feelings.","","","",""
"453725405942665216","453719644088848384","61296314","2014-04-09 02:45:41 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@ponyshow &amp; @miss_dapper - What is going on down there in the mid-atlantic states today?
re: http://t.co/bFPFmU5HPN &amp; http://t.co/PB00PUQ8D1","","","","http://instagram.com/p/mjVq7ypDLj/,http://twitter.com/miss_dapper/status/453587728446537728/photo/1"
